STT,Ngày,Mã,"Tham
 chiếu","Mở 
cửa","Đóng
 cửa","Cao
nhất","Thấp
 nhất","Trung
 bình",Thay đổi giá,,GD khớp lệnh,,GD thỏa thuận,,Tổng giao dịch,,"Vốn hóa
 thị trường"
,,,,,,,,,+/-,%,KL,GT,KL,GT,KL,GT,
1,28/05/2026,VIX,"18,350 ","18,250 ","17,600 ","18,600 ","17,600 ","17,898 ",(750),(4.09),"60,299,500 ","1,079,195,950,000 ","9,400,000 ","175,435,000,000 ","69,699,500 ","1,254,630,950,000 ","43,125,064,787,200 "
2,27/05/2026,VIX,"18,650 ","18,700 ","18,350 ","18,900 ","18,350 ","18,596 ",(300),(1.61),"27,774,200 ","516,814,500,000 ","1,455,000 ","26,836,250,000 ","29,229,200 ","543,650,750,000 ","44,962,780,616,200 "
3,26/05/2026,VIX,"18,550 ","18,500 ","18,650 ","18,950 ","18,450 ","18,699 ",100 ,0.54 ,"24,638,100 ","460,895,800,000 ","3,150,000 ","60,795,000,000 ","27,788,100 ","521,690,800,000 ","45,697,866,947,800 "
4,25/05/2026,VIX,"18,550 ","18,650 ","18,550 ","18,850 ","18,400 ","18,621 ",0 ,0.00 ,"20,461,700 ","381,084,770,000 ","1,760,000 ","32,648,000,000 ","22,221,700 ","413,732,770,000 ","45,452,838,170,600 "
5,22/05/2026,VIX,"19,100 ","18,950 ","18,550 ","19,300 ","18,250 ","18,737 ",(550),(2.88),"67,503,200 ","1,267,018,250,000 ","4,800,000 ","93,554,000,000 ","72,303,200 ","1,360,572,250,000 ","45,452,838,170,600 "
6,21/05/2026,VIX,"18,800 ","19,050 ","19,100 ","19,350 ","18,800 ","19,088 ",300 ,1.60 ,"36,978,900 ","705,827,585,000 ","1,460,000 ","27,469,000,000 ","38,438,900 ","733,296,585,000 ","46,800,496,445,200 "
7,20/05/2026,VIX,"19,250 ","19,100 ","18,800 ","19,400 ","18,000 ","18,743 ",(450),(2.34),"50,873,500 ","953,880,590,000 ","7,487,900 ","144,915,470,000 ","58,361,400 ","1,098,796,060,000 ","46,065,410,113,600 "
8,19/05/2026,VIX,"19,000 ","19,250 ","19,250 ","19,800 ","18,850 ","19,307 ",250 ,1.32 ,"62,922,000 ","1,215,710,340,000 ","300,000 ","5,650,950,000 ","63,222,000 ","1,221,361,290,000 ","47,168,039,611,000 "
9,18/05/2026,VIX,"18,750 ","18,400 ","19,000 ","19,000 ","18,250 ","18,558 ",250 ,1.33 ,"44,228,700 ","821,952,715,000 ",0 ,0 ,"44,228,700 ","821,952,715,000 ","46,555,467,668,000 "
10,15/05/2026,VIX,"18,850 ","19,050 ","18,750 ","19,400 ","18,650 ","18,953 ",(100),(0.53),"31,944,500 ","605,790,295,000 ","100,000 ","1,947,000,000 ","32,044,500 ","607,737,295,000 ","45,942,895,725,000 "
11,14/05/2026,VIX,"18,800 ","18,900 ","18,850 ","19,200 ","18,650 ","18,860 ",50 ,0.27 ,"23,964,800 ","452,291,145,000 ","2,000,000 ","36,300,000,000 ","25,964,800 ","488,591,145,000 ","46,187,924,502,200 "
12,13/05/2026,VIX,"19,050 ","19,100 ","18,800 ","19,400 ","18,100 ","18,652 ",(250),(1.31),"67,829,200 ","1,265,921,615,000 ","9,490,185 ","182,647,600,000 ","77,319,385 ","1,448,569,215,000 ","46,065,410,113,600 "
13,12/05/2026,VIX,"19,350 ","19,400 ","19,050 ","19,500 ","18,800 ","19,090 ",(300),(1.55),"38,021,700 ","725,412,420,000 ","643,000 ","11,574,000,000 ","38,664,700 ","736,986,420,000 ","46,677,982,056,600 "
14,11/05/2026,VIX,"18,600 ","18,850 ","19,350 ","19,850 ","18,750 ","19,406 ",750 ,4.03 ,"104,290,200 ","2,024,213,545,000 ","5,167,478 ","98,465,522,700 ","109,457,678 ","2,122,679,067,700 ","29,633,167,752,300 "
15,08/05/2026,VIX,"17,700 ","17,700 ","18,600 ","18,850 ","17,600 ","18,317 ",900 ,5.08 ,"79,495,300 ","1,457,558,265,000 ","4,633,000 ","81,741,450,000 ","84,128,300 ","1,539,299,715,000 ","28,484,595,358,800 "
16,07/05/2026,VIX,"17,600 ","17,900 ","17,700 ","18,450 ","17,700 ","18,050 ",100 ,0.57 ,"56,206,300 ","1,014,018,705,000 ","3,777,078 ","63,786,537,000 ","59,983,378 ","1,077,805,242,000 ","27,106,308,486,600 "
17,06/05/2026,VIX,"16,450 ","16,600 ","17,600 ","17,600 ","16,500 ","17,287 ","1,150 ",6.99 ,"56,148,500 ","972,743,920,000 ","2,610,000 ","45,408,900,000 ","58,758,500 ","1,018,152,820,000 ","26,953,165,500,800 "
18,05/05/2026,VIX,"16,850 ","16,850 ","16,450 ","16,850 ","16,450 ","16,599 ",(400),(2.37),"14,854,800 ","246,392,050,000 ","2,975,878 ","49,306,766,600 ","17,830,678 ","295,698,816,600 ","25,192,021,164,100 "
19,04/05/2026,VIX,"16,700 ","16,850 ","16,850 ","17,100 ","16,750 ","16,908 ",150 ,0.90 ,"15,282,000 ","258,423,745,000 ","3,667,800 ","64,086,540,000 ","18,949,800 ","322,510,285,000 ","25,804,593,107,300 "
20,29/04/2026,VIX,"16,350 ","16,400 ","16,700 ","16,800 ","16,350 ","16,627 ",350 ,2.14 ,"15,745,500 ","261,840,545,000 ","4,903,078 ","80,829,537,000 ","20,648,578 ","342,670,082,000 ","25,574,878,628,600 "
21,28/04/2026,VIX,"16,600 ","16,700 ","16,350 ","16,750 ","16,300 ","16,505 ",(250),(1.51),"16,127,000 ","265,936,495,000 ","5,215,600 ","88,549,210,000 ","21,342,600 ","354,485,705,000 ","25,038,878,178,300 "
22,24/04/2026,VIX,"16,850 ","16,900 ","16,600 ","16,900 ","16,500 ","16,650 ",(250),(1.48),"17,019,900 ","283,288,570,000 ","7,126,678 ","119,974,769,500 ","24,146,578 ","403,263,339,500 ","25,421,735,642,800 "
23,23/04/2026,VIX,"17,050 ","17,100 ","16,850 ","17,200 ","16,300 ","16,788 ",(200),(1.17),"53,326,200 ","895,586,205,000 ","9,615,000 ","156,846,250,000 ","62,941,200 ","1,052,432,455,000 ","25,804,593,107,300 "
24,22/04/2026,VIX,"17,050 ","17,150 ","17,050 ","17,300 ","17,050 ","17,124 ",0 ,0.00 ,"21,439,300 ","367,166,145,000 ","11,426,978 ","191,120,709,500 ","32,866,278 ","558,286,854,500 ","26,110,879,078,900 "
25,21/04/2026,VIX,"17,400 ","17,550 ","17,050 ","17,650 ","17,000 ","17,277 ",(350),(2.01),"30,362,900 ","524,660,965,000 ","8,242,198 ","139,074,427,400 ","38,605,098 ","663,735,392,400 ","26,110,879,078,900 "
26,20/04/2026,VIX,"17,500 ","17,150 ","17,400 ","17,700 ","16,900 ","17,336 ",(100),(0.57),"42,443,200 ","735,494,595,000 ","12,500,478 ","208,189,459,500 ","54,943,678 ","943,684,054,500 ","26,646,879,529,200 "
27,17/04/2026,VIX,"17,800 ","17,900 ","17,500 ","18,000 ","17,500 ","17,700 ",(300),(1.69),"30,422,300 ","538,750,930,000 ","630,000 ","11,463,710,000 ","31,052,300 ","550,214,640,000 ","26,800,022,515,000 "
28,16/04/2026,VIX,"18,200 ","18,200 ","17,800 ","18,300 ","17,600 ","17,899 ",(400),(2.20),"43,405,900 ","777,319,940,000 ","9,694,902 ","168,227,885,500 ","53,100,802 ","945,547,825,500 ","27,259,451,472,400 "
29,15/04/2026,VIX,"18,150 ","18,400 ","18,200 ","18,700 ","18,100 ","18,385 ",50 ,0.28 ,"50,125,900 ","921,811,220,000 ","4,827,850 ","91,060,630,000 ","54,953,750 ","1,012,871,850,000 ","27,872,023,415,600 "
30,14/04/2026,VIX,"18,050 ","18,400 ","18,150 ","18,500 ","17,900 ","18,111 ",100 ,0.55 ,"32,339,900 ","585,643,620,000 ","8,209,578 ","141,513,884,500 ","40,549,478 ","727,157,504,500 ","27,795,451,922,700 "
31,13/04/2026,VIX,"18,050 ","17,750 ","18,050 ","18,300 ","17,700 ","18,020 ",0 ,0.00 ,"33,383,500 ","601,854,585,000 ","100,000 ","1,805,000,000 ","33,483,500 ","603,659,585,000 ","27,642,308,936,900 "
32,10/04/2026,VIX,"18,000 ","18,300 ","18,050 ","18,600 ","18,000 ","18,217 ",50 ,0.28 ,"41,339,400 ","753,234,550,000 ","17,259,578 ","296,416,884,500 ","58,598,978 ","1,049,651,434,500 ","27,642,308,936,900 "
33,09/04/2026,VIX,"18,100 ","17,800 ","18,000 ","18,400 ","17,750 ","18,105 ",(100),(0.55),"55,459,800 ","1,004,349,975,000 ","3,220,000 ","58,286,500,000 ","58,679,800 ","1,062,636,475,000 ","27,565,737,444,000 "
34,08/04/2026,VIX,"16,950 ","18,000 ","18,100 ","18,100 ","17,600 ","17,944 ","1,150 ",6.78 ,"75,304,700 ","1,352,388,485,000 ","5,649,578 ","94,875,384,500 ","80,954,278 ","1,447,263,869,500 ","27,718,880,429,800 "
35,07/04/2026,VIX,"15,850 ","16,150 ","16,950 ","16,950 ","16,000 ","16,414 ","1,100 ",6.94 ,"38,743,600 ","637,490,000,000 ","1,923,000 ","30,611,550,000 ","40,666,600 ","668,101,550,000 ","25,957,736,093,100 "
36,06/04/2026,VIX,"16,200 ","16,200 ","15,850 ","16,400 ","15,850 ","16,087 ",(350),(2.16),"37,052,200 ","595,877,690,000 ","12,820,000 ","206,634,000,000 ","49,872,200 ","802,511,690,000 ","24,273,163,249,300 "
37,03/04/2026,VIX,"16,600 ","16,600 ","16,200 ","16,800 ","16,150 ","16,396 ",(400),(2.41),"34,839,900 ","570,824,950,000 ","4,294,750 ","70,684,900,000 ","39,134,650 ","641,509,850,000 ","24,809,163,699,600 "
38,02/04/2026,VIX,"17,000 ","16,800 ","16,600 ","17,000 ","16,350 ","16,647 ",(400),(2.35),"27,862,700 ","464,114,425,000 ","9,882,185 ","170,199,330,000 ","37,744,885 ","634,313,755,000 ","25,421,735,642,800 "
39,01/04/2026,VIX,"16,650 ","17,100 ","17,000 ","17,400 ","16,900 ","17,144 ",350 ,2.10 ,"46,206,200 ","791,965,830,000 ","8,464,297 ","142,492,711,400 ","54,670,497 ","934,458,541,400 ","26,034,307,586,000 "
40,31/03/2026,VIX,"16,350 ","16,550 ","16,650 ","17,100 ","16,400 ","16,741 ",300 ,1.83 ,"27,092,000 ","453,423,010,000 ","7,286,900 ","113,621,770,000 ","34,378,900 ","567,044,780,000 ","25,498,307,135,700 "
41,30/03/2026,VIX,"16,750 ","16,200 ","16,350 ","16,750 ","16,050 ","16,347 ",(400),(2.39),"25,131,800 ","410,866,855,000 ","1,596,297 ","25,860,011,400 ","26,728,097 ","436,726,866,400 ","25,038,878,178,300 "
42,27/03/2026,VIX,"16,000 ","16,050 ","16,750 ","16,850 ","16,000 ","16,465 ",750 ,4.69 ,"38,991,900 ","641,435,740,000 ","4,781,780 ","78,509,010,000 ","43,773,680 ","719,944,750,000 ","25,651,450,121,500 "
43,26/03/2026,VIX,"16,200 ","16,200 ","16,000 ","16,300 ","15,900 ","16,111 ",(200),(1.23),"17,744,800 ","285,872,685,000 ","5,141,297 ","85,453,811,400 ","22,886,097 ","371,326,496,400 ","24,502,877,728,000 "
44,25/03/2026,VIX,"15,650 ","15,900 ","16,200 ","16,350 ","15,750 ","16,123 ",550 ,3.51 ,"30,948,400 ","498,988,585,000 ","4,792,500 ","77,512,000,000 ","35,740,900 ","576,500,585,000 ","24,809,163,699,600 "
45,24/03/2026,VIX,"15,350 ","15,850 ","15,650 ","16,200 ","15,600 ","15,825 ",300 ,1.95 ,"21,913,000 ","346,699,210,000 ","3,700,000 ","59,070,000,000 ","25,613,000 ","405,769,210,000 ","23,966,877,277,700 "
46,23/03/2026,VIX,"16,250 ","16,000 ","15,350 ","16,100 ","15,150 ","15,391 ",(900),(5.54),"37,934,000 ","583,498,665,000 ","2,692,000 ","46,394,700,000 ","40,626,000 ","629,893,365,000 ","23,507,448,320,300 "
47,20/03/2026,VIX,"16,200 ","16,200 ","16,250 ","16,800 ","16,000 ","16,349 ",50 ,0.31 ,"31,658,800 ","516,921,060,000 ","15,422,000 ","261,782,600,000 ","47,080,800 ","778,703,660,000 ","24,885,735,192,500 "
48,19/03/2026,VIX,"16,600 ","16,350 ","16,200 ","16,450 ","15,950 ","16,191 ",(400),(2.41),"30,442,100 ","492,667,560,000 ","2,355,000 ","39,467,000,000 ","32,797,100 ","532,134,560,000 ","24,809,163,699,600 "
49,18/03/2026,VIX,"16,900 ","17,150 ","16,600 ","17,250 ","16,400 ","16,775 ",(300),(1.78),"22,757,000 ","381,878,030,000 ","6,593,300 ","116,096,100,000 ","29,350,300 ","497,974,130,000 ","25,421,735,642,800 "
50,17/03/2026,VIX,"16,200 ","16,800 ","16,900 ","17,300 ","16,700 ","17,076 ",700 ,4.32 ,"45,258,800 ","773,481,015,000 ","5,173,480 ","87,887,879,760 ","50,432,280 ","861,368,894,760 ","25,881,164,600,200 "
51,16/03/2026,VIX,"16,450 ","16,650 ","16,200 ","16,800 ","16,050 ","16,335 ",(250),(1.52),"26,092,800 ","426,093,485,000 ","5,391,000 ","90,890,144,000 ","31,483,800 ","516,983,629,000 ","24,809,163,699,600 "
52,13/03/2026,VIX,"16,800 ","16,800 ","16,450 ","17,100 ","16,300 ","16,648 ",(350),(2.08),"25,616,700 ","426,597,680,000 ","50,000 ","895,000,000 ","25,666,700 ","427,492,680,000 ","25,192,021,164,100 "
53,12/03/2026,VIX,"17,100 ","17,000 ","16,800 ","17,700 ","16,750 ","17,162 ",(300),(1.75),"29,465,100 ","505,326,400,000 ","6,484,200 ","114,987,450,000 ","35,949,300 ","620,313,850,000 ","25,728,021,614,400 "
54,11/03/2026,VIX,"16,000 ","15,900 ","17,100 ","17,100 ","15,850 ","16,705 ","1,100 ",6.88 ,"37,447,500 ","628,537,255,000 ","3,612,600 ","60,657,200,000 ","41,060,100 ","689,194,455,000 ","26,187,450,571,800 "
55,10/03/2026,VIX,"16,450 ","16,750 ","16,000 ","17,050 ","15,850 ","16,374 ",(450),(2.74),"46,659,200 ","764,962,415,000 ","10,380,000 ","174,063,000,000 ","57,039,200 ","939,025,415,000 ","24,502,877,728,000 "
56,09/03/2026,VIX,"17,650 ","16,450 ","16,450 ","16,900 ","16,450 ","16,461 ","(1,200)",(6.80),"17,475,700 ","287,681,150,000 ","4,928,000 ","92,671,300,000 ","22,403,700 ","380,352,450,000 ","25,192,021,164,100 "
57,06/03/2026,VIX,"17,300 ","18,450 ","17,650 ","18,450 ","17,600 ","18,004 ",350 ,2.02 ,"41,810,600 ","754,898,215,000 ","430,000 ","7,530,000,000 ","42,240,600 ","762,428,215,000 ","27,029,736,993,700 "
58,05/03/2026,VIX,"21,100 ","21,500 ","20,500 ","22,100 ","20,500 ","21,376 ",(600),(2.84),"88,908,600 ","1,896,840,785,000 ","435,000 ","9,331,500,000 ","89,343,600 ","1,906,172,285,000 ","31,394,312,089,000 "
59,04/03/2026,VIX,"21,800 ","21,650 ","21,100 ","22,100 ","20,500 ","21,097 ",(700),(3.21),"51,144,500 ","1,078,777,680,000 ","4,616,000 ","102,501,200,000 ","55,760,500 ","1,181,278,880,000 ","32,313,170,003,800 "
60,03/03/2026,VIX,"21,400 ","21,400 ","21,800 ","22,200 ","21,300 ","21,711 ",400 ,1.87 ,"41,116,100 ","893,161,840,000 ","5,626,900 ","125,122,385,000 ","46,743,000 ","1,018,284,225,000 ","33,385,170,904,400 "
61,02/03/2026,VIX,"22,500 ","21,300 ","21,400 ","22,250 ","21,300 ","21,777 ","(1,100)",(4.89),"55,476,100 ","1,206,317,085,000 ","173,500 ","3,946,250,000 ","55,649,600 ","1,210,263,335,000 ","32,772,598,961,200 "
62,27/02/2026,VIX,"22,650 ","22,700 ","22,500 ","23,100 ","22,200 ","22,641 ",(150),(0.66),"31,571,200 ","715,055,200,000 ","2,789,400 ","63,179,910,000 ","34,360,600 ","778,235,110,000 ","34,457,171,805,000 "
63,26/02/2026,VIX,"22,850 ","22,900 ","22,650 ","23,150 ","22,500 ","22,757 ",(200),(0.88),"30,662,100 ","697,841,585,000 ","3,093,185 ","74,140,624,000 ","33,755,285 ","771,982,209,000 ","34,686,886,283,700 "
64,25/02/2026,VIX,"23,200 ","23,550 ","22,850 ","23,600 ","22,800 ","23,146 ",(350),(1.51),"36,493,600 ","844,916,450,000 ","2,290,000 ","53,798,000,000 ","38,783,600 ","898,714,450,000 ","34,993,172,255,300 "
65,24/02/2026,VIX,"22,750 ","22,550 ","23,200 ","24,150 ","22,500 ","23,558 ",450 ,1.98 ,"55,193,100 ","1,300,111,760,000 ","1,081,000 ","24,871,500,000 ","56,274,100 ","1,324,983,260,000 ","35,529,172,705,600 "
66,23/02/2026,VIX,"22,550 ","22,600 ","22,750 ","22,900 ","21,600 ","22,265 ",200 ,0.89 ,"49,055,300 ","1,091,670,190,000 ","250,000 ","5,500,000,000 ","49,305,300 ","1,097,170,190,000 ","34,840,029,269,500 "
67,13/02/2026,VIX,"21,900 ","21,900 ","22,550 ","22,900 ","21,650 ","22,431 ",650 ,2.97 ,"32,444,100 ","727,611,620,000 ","273,200 ","5,991,800,000 ","32,717,300 ","733,603,420,000 ","34,533,743,297,900 "
68,12/02/2026,VIX,"22,200 ","22,400 ","21,900 ","22,400 ","21,700 ","21,960 ",(300),(1.35),"15,658,100 ","343,936,150,000 ","4,988,600 ","112,093,500,000 ","20,646,700 ","456,029,650,000 ","33,538,313,890,200 "
69,11/02/2026,VIX,"21,200 ","21,350 ","22,200 ","22,450 ","21,300 ","21,872 ","1,000 ",4.72 ,"30,255,200 ","660,284,670,000 ","1,911,250 ","42,551,812,500 ","32,166,450 ","702,836,482,500 ","33,997,742,847,600 "
70,10/02/2026,VIX,"20,850 ","21,050 ","21,200 ","21,450 ","20,600 ","20,937 ",350 ,1.68 ,"24,398,100 ","510,973,070,000 ","7,026,600 ","155,057,420,000 ","31,424,700 ","666,030,490,000 ","32,466,312,989,600 "
71,09/02/2026,VIX,"21,200 ","21,550 ","20,850 ","21,650 ","20,850 ","21,085 ",(350),(1.65),"20,836,400 ","439,192,545,000 ","2,270,100 ","49,029,400,000 ","23,106,500 ","488,221,945,000 ","31,930,312,539,300 "
72,06/02/2026,VIX,"22,200 ","22,100 ","21,200 ","22,150 ","21,200 ","21,583 ","(1,000)",(4.50),"38,422,700 ","829,239,295,000 ","3,959,900 ","88,978,817,600 ","42,382,600 ","918,218,112,600 ","32,466,312,989,600 "
73,05/02/2026,VIX,"22,600 ","22,800 ","22,200 ","22,800 ","22,100 ","22,304 ",(400),(1.77),"20,586,500 ","458,594,410,000 ","241,400 ","5,436,370,000 ","20,827,900 ","464,030,780,000 ","33,997,742,847,600 "
74,04/02/2026,VIX,"22,700 ","22,950 ","22,600 ","23,450 ","22,600 ","22,957 ",(100),(0.44),"29,567,100 ","678,882,915,000 ","7,044,600 ","152,997,420,000 ","36,611,700 ","831,880,335,000 ","34,610,314,790,800 "
75,03/02/2026,VIX,"21,900 ","22,150 ","22,700 ","23,050 ","22,100 ","22,682 ",800 ,3.65 ,"35,162,000 ","798,151,085,000 ","1,463,400 ","32,307,906,000 ","36,625,400 ","830,458,991,000 ","34,763,457,776,600 "
76,02/02/2026,VIX,"22,600 ","22,650 ","21,900 ","22,650 ","21,550 ","21,933 ",(700),(3.10),"36,799,000 ","807,998,825,000 ","3,195,645 ","73,998,076,750 ","39,994,645 ","881,996,901,750 ","33,538,313,890,200 "
77,30/01/2026,VIX,"22,000 ","22,150 ","22,600 ","22,700 ","21,650 ","22,262 ",600 ,2.73 ,"29,034,300 ","647,651,260,000 ","1,051,400 ","23,168,650,000 ","30,085,700 ","670,819,910,000 ","34,610,314,790,800 "
78,29/01/2026,VIX,"22,050 ","22,200 ","22,000 ","22,700 ","22,000 ","22,226 ",(50),(0.23),"20,249,900 ","449,991,570,000 ","300,000 ","6,935,000,000 ","20,549,900 ","456,926,570,000 ","33,691,456,876,000 "
79,28/01/2026,VIX,"22,600 ","22,800 ","22,050 ","22,800 ","21,750 ","22,110 ",(550),(2.43),"46,517,200 ","1,028,400,355,000 ","23,156,400 ","502,381,690,000 ","69,673,600 ","1,530,782,045,000 ","33,768,028,368,900 "
80,27/01/2026,VIX,"22,750 ","22,950 ","22,600 ","23,100 ","22,350 ","22,677 ",(150),(0.66),"35,429,100 ","803,708,455,000 ","3,700,000 ","84,535,000,000 ","39,129,100 ","888,243,455,000 ","34,610,314,790,800 "
81,26/01/2026,VIX,"24,300 ","24,300 ","22,750 ","24,300 ","22,600 ","23,249 ","(1,550)",(6.38),"63,125,500 ","1,462,389,975,000 ","4,055,200 ","98,625,200,000 ","67,180,700 ","1,561,015,175,000 ","34,840,029,269,500 "
82,23/01/2026,VIX,"24,600 ","24,700 ","24,300 ","25,150 ","24,200 ","24,657 ",(300),(1.22),"39,699,100 ","978,407,380,000 ","100,000 ","2,515,000,000 ","39,799,100 ","980,922,380,000 ","37,213,745,549,400 "
83,22/01/2026,VIX,"24,350 ","24,550 ","24,600 ","24,950 ","24,000 ","24,475 ",250 ,1.03 ,"32,701,000 ","800,595,290,000 ","2,397,900 ","60,878,435,000 ","35,098,900 ","861,473,725,000 ","37,673,174,506,800 "
84,21/01/2026,VIX,"25,550 ","25,200 ","24,350 ","25,250 ","23,800 ","24,230 ","(1,200)",(4.70),"83,006,800 ","2,012,099,805,000 ","5,655,000 ","150,646,000,000 ","88,661,800 ","2,162,745,805,000 ","37,290,317,042,300 "
85,20/01/2026,VIX,"26,000 ","26,200 ","25,550 ","26,200 ","25,050 ","25,597 ",(450),(1.73),"47,641,400 ","1,218,977,670,000 ","3,637,151 ","94,792,740,964 ","51,278,551 ","1,313,770,410,964 ","39,128,032,871,900 "
86,19/01/2026,VIX,"24,700 ","24,750 ","26,000 ","26,400 ","24,500 ","25,748 ","1,300 ",5.26 ,"68,096,700 ","1,752,017,420,000 ","640,000 ","15,456,300,000 ","68,736,700 ","1,767,473,720,000 ","39,817,176,308,000 "
87,16/01/2026,VIX,"25,100 ","25,450 ","24,700 ","25,450 ","24,200 ","24,773 ",(400),(1.59),"50,481,500 ","1,250,857,420,000 ","3,850,000 ","90,552,100,000 ","54,331,500 ","1,341,409,520,000 ","37,826,317,492,600 "
88,15/01/2026,VIX,"24,700 ","24,900 ","25,100 ","25,750 ","24,500 ","25,152 ",400 ,1.62 ,"70,439,100 ","1,770,936,760,000 ","280,000 ","7,280,000,000 ","70,719,100 ","1,778,216,760,000 ","38,438,889,435,800 "
89,14/01/2026,VIX,"24,400 ","24,700 ","24,700 ","25,100 ","23,700 ","24,447 ",300 ,1.23 ,"62,550,900 ","1,529,472,405,000 ",0 ,0 ,"62,550,900 ","1,529,472,405,000 ","37,826,317,492,600 "
90,13/01/2026,VIX,"22,850 ","23,500 ","24,400 ","24,400 ","23,450 ","24,396 ","1,550 ",6.78 ,"101,441,500 ","2,451,382,585,000 ","3,669,500 ","84,050,800,000 ","105,111,000 ","2,535,433,385,000 ","37,366,888,535,200 "
91,12/01/2026,VIX,"21,400 ","21,600 ","22,850 ","22,850 ","21,450 ","22,595 ","1,450 ",6.78 ,"61,552,500 ","1,392,516,640,000 ","2,875,000 ","65,693,750,000 ","64,427,500 ","1,458,210,390,000 ","34,993,172,255,300 "
92,09/01/2026,VIX,"22,000 ","22,300 ","21,400 ","22,400 ","20,900 ","21,372 ",(600),(2.73),"58,468,700 ","1,250,079,380,000 ","2,480,000 ","55,550,000,000 ","60,948,700 ","1,305,629,380,000 ","32,772,598,961,200 "
93,08/01/2026,VIX,"21,850 ","22,000 ","22,000 ","22,750 ","21,700 ","22,281 ",150 ,0.69 ,"47,483,100 ","1,057,723,985,000 ","3,401,800 ","78,090,500,000 ","50,884,900 ","1,135,814,485,000 ","33,691,456,876,000 "
94,07/01/2026,VIX,"21,000 ","21,350 ","21,850 ","22,200 ","21,300 ","21,747 ",850 ,4.05 ,"31,417,800 ","682,998,955,000 ","865,000 ","18,220,000,000 ","32,282,800 ","701,218,955,000 ","33,461,742,397,300 "
95,06/01/2026,VIX,"21,000 ","21,150 ","21,000 ","21,500 ","20,150 ","20,803 ",0 ,0.00 ,"43,164,400 ","897,146,015,000 ","581,000 ","12,201,000,000 ","43,745,400 ","909,347,015,000 ","32,160,027,018,000 "
96,05/01/2026,VIX,"22,500 ","22,650 ","21,000 ","22,650 ","20,950 ","21,456 ","(1,500)",(6.67),"81,265,400 ","1,741,577,845,000 ","250,000 ","5,745,000,000 ","81,515,400 ","1,747,322,845,000 ","32,160,027,018,000 "
97,31/12/2025,VIX,"22,900 ","23,050 ","22,500 ","23,050 ","22,400 ","22,678 ",(400),(1.75),"19,042,200 ","431,562,600,000 ","4,500,000 ","101,250,000,000 ","23,542,200 ","532,812,600,000 ","34,457,171,805,000 "
98,30/12/2025,VIX,"22,800 ","22,950 ","22,900 ","23,150 ","22,700 ","22,916 ",100 ,0.44 ,"24,743,400 ","567,146,665,000 ","7,814,130 ","185,553,815,500 ","32,557,530 ","752,700,480,500 ","35,069,743,748,200 "
99,29/12/2025,VIX,"22,800 ","23,000 ","22,800 ","23,200 ","22,700 ","22,934 ",0 ,0.00 ,"13,699,000 ","314,038,400,000 ","2,910,000 ","66,366,000,000 ","16,609,000 ","380,404,400,000 ","34,916,600,762,400 "
100,26/12/2025,VIX,"23,000 ","23,000 ","22,800 ","23,300 ","21,950 ","22,599 ",(200),(0.87),"45,212,700 ","1,022,565,675,000 ","1,442,000 ","35,072,000,000 ","46,654,700 ","1,057,637,675,000 ","34,916,600,762,400 "
101,25/12/2025,VIX,"23,600 ","23,700 ","23,000 ","24,350 ","23,000 ","23,771 ",(600),(2.54),"37,860,500 ","899,585,225,000 ","1,155,000 ","25,901,250,000 ","39,015,500 ","925,486,475,000 ","35,222,886,734,000 "
102,24/12/2025,VIX,"23,900 ","23,900 ","23,600 ","24,000 ","23,350 ","23,664 ",(300),(1.26),"27,920,300 ","660,408,835,000 ","230,000 ","5,530,000,000 ","28,150,300 ","665,938,835,000 ","36,141,744,648,800 "
103,23/12/2025,VIX,"23,500 ","23,700 ","23,900 ","24,300 ","23,350 ","23,724 ",400 ,1.70 ,"49,114,300 ","1,164,283,720,000 ","1,253,200 ","29,032,959,200 ","50,367,500 ","1,193,316,679,200 ","36,601,173,606,200 "
104,22/12/2025,VIX,"22,300 ","22,650 ","23,500 ","23,700 ","22,400 ","23,104 ","1,200 ",5.38 ,"53,301,700 ","1,232,941,765,000 ","420,000 ","9,667,000,000 ","53,721,700 ","1,242,608,765,000 ","35,988,601,663,000 "
105,19/12/2025,VIX,"22,000 ","22,150 ","22,300 ","22,500 ","21,950 ","22,218 ",300 ,1.36 ,"30,813,100 ","685,003,015,000 ","1,330,100 ","30,616,700,000 ","32,143,200 ","715,619,715,000 ","34,150,885,833,400 "
106,18/12/2025,VIX,"22,250 ","22,350 ","22,000 ","22,350 ","21,700 ","21,948 ",(250),(1.12),"25,574,600 ","561,646,125,000 ","460,000 ","10,374,500,000 ","26,034,600 ","572,020,625,000 ","33,691,456,876,000 "
107,17/12/2025,VIX,"22,900 ","22,900 ","22,250 ","22,950 ","22,100 ","22,431 ",(650),(2.84),"23,712,200 ","531,744,145,000 ","1,527,000 ","35,980,000,000 ","25,239,200 ","567,724,145,000 ","34,074,314,340,500 "
108,16/12/2025,VIX,"21,800 ","22,000 ","22,900 ","23,050 ","21,000 ","21,944 ","1,100 ",5.05 ,"49,663,400 ","1,093,843,860,000 ","1,160,000 ","23,823,000,000 ","50,823,400 ","1,117,666,860,000 ","35,069,743,748,200 "
109,15/12/2025,VIX,"21,800 ","21,850 ","21,800 ","22,350 ","21,350 ","21,845 ",0 ,0.00 ,"35,419,500 ","774,501,495,000 ","305,000 ","6,694,000,000 ","35,724,500 ","781,195,495,000 ","33,385,170,904,400 "
